The Star-Ledger	NJ	/w/index.php?title=List_of_newspapers_in_the_United_States&action=edit&section=2
The Star-Ledger	NJ	http://www.nj.com/starledger
Press of Atlantic City	NJ	http://www.pressplus.com
Today's Sunbeam	NJ	http://www.nj.com/sunbeam
The Trentonian	NJ	http://www.trentonian.com
Alamogordo Daily News	NM	http://www.alamogordonews.com
Albuquerque Tribune	NM	http://www.abqtrib.com
Albuquerque Journal	NM	http://www.abqjournal.com
Hobbs News-Sun	NM	http://www.hobbsnews.com
Las Cruces Bulletin	NM	http://www.lascrucesbulletin.com
